index,HS-6 code,HS-10 code,MTI-6 code,소분류 품목명
390,854232,8542321020,831110,에스램
391,854232,8542321030,831110,플래시 메모리
392,854232,8542321090,831110,기타
393,854232,8542322000,831110,하이브리드 집적회로
394,854232,8542323000,831110,복합구조칩 집적회로
395,854232,8542324000,831110,복합부품 집적회로(MCOs)
396,854232,8542324030,831110,제8517호의 기기에 전용되거나 주로 사용되는 것
397,240411,2404110000,290010,담배나 재구성한 담배를 함유한 것
398,720917,7209171000,613310,인장강도가 340메가파스칼 이상인 것
399,720917,7209179000,613310,기타
400,720916,7209161000,613310,인장강도가 340메가파스칼 이상인 것
401,720916,7209169000,613310,기타
402,840999,8409992000,742000,제87류의차량용
403,840999,8409993030,746340,"출력이2,000킬로와트를초과하는내연기관의것"
404,840999,8409994010,711130,제8429호 기계용
405,840999,8409994090,711130,기타
406,840999,8409995000,711130,발전용
407,840999,8409996000,744200,철도차량용
408,840999,8409997000,742000,제87류의 차량용
409,840999,8409998010,746340,출력이 300킬로와트 이하인 내연기관의 것
410,840999,8409998020,746340,"출력이 300킬로와트 초과 2,000킬로와트 이하인 내연기관의 것"
411,840999,8409998030,746340,"출력이 2,000킬로와트를 초과하는 내연기관의 것"
412,840999,8409999000,711130,기타
413,840999,8409999090,711130,기타
414,121221,1212211010,44100,건조한 것
415,121221,1212211020,44100,냉장한 것
416,121221,1212211030,44100,냉동한 것
417,121221,1212211090,44100,기타
418,121221,1212212010,44300,건조한 것
419,121221,1212212020,44300,염장한 것
420,121221,1212212030,44300,냉장한 것
421,121221,1212212040,44300,냉동한 것
422,121221,1212212090,44300,기타
423,121221,1212213010,44200,건조한 것
424,121221,1212213020,44200,냉장한 것
425,121221,1212213030,44200,냉동한 것
426,121221,1212213090,44200,기타
427,121221,1212214010,44900,신선한 것
428,121221,1212214020,44900,냉장한 것
429,121221,1212214030,44900,냉동한 것
430,121221,1212214090,44900,기타
431,121221,1212215010,44900,염장한 것
432,121221,1212215020,44900,냉장한 것
433,121221,1212215030,44900,냉동한 것
434,121221,1212215090,44900,기타
435,121221,1212216010,44900,냉동한 것
436,121221,1212216090,44900,기타
437,121221,1212217011,44900,냉동한 것
438,121221,1212217019,44900,기타
439,121221,1212217021,44900,냉동한 것
440,121221,1212217029,44900,기타
441,121221,1212217031,44900,냉동한 것
442,121221,1212217039,44900,기타
443,121221,1212218011,44900,냉동한 것
444,121221,1212218019,44900,기타
445,121221,1212218021,44900,냉동한 것
446,121221,1212218029,44900,기타
447,121221,1212218031,44900,냉동한 것
448,121221,1212218039,44900,기타
449,121221,1212219011,44900,냉동한 것
450,121221,1212219019,44900,기타
451,121221,1212219091,44900,냉동한 것
452,121221,1212219099,44900,기타
453,720827,7208271000,613210,인장강도가 490메가파스칼 이상인 것
454,720827,7208279000,613210,기타
455,732690,7326901000,721100,방직기계용 보빈(bobbin)
456,732690,7326909000,617290,기타
457,240220,2402201000,15420,필터담배
458,240220,2402209000,15420,기타
459,848071,8480710000,753200,사출식이나 압축식
460,851762,8517621010,811310,유선통신용
461,851762,8517621020,812720,무선통신용
462,851762,8517622030,811310,유선통신용
463,851762,8517622040,812200,무선통신용
464,851762,8517622090,811220,기타
465,851762,8517623010,812720,유선통신용
466,851762,8517623020,812720,무선통신용
467,851762,8517623310,811310,광중계장치
468,851762,8517623390,811310,기타
469,851762,8517623430,811390,모뎀(모뎀카드를포함한다)
470,851762,8517623490,811390,기타
471,851762,8517623900,811390,기타
472,851762,8517624010,811900,키-폰
473,851762,8517625000,812200,무선전화용ㆍ무선전신용송신기기
474,851762,8517626031,812310,워키토키세트
475,851762,8517626039,812310,기타
476,851762,8517626050,812710,무선통신용교환기
477,851762,8517626060,812720,무선통신용중계기
478,851762,8517626090,812720,기타
479,851762,8517629000,812720,기타
480,851762,8517629010,811390,자동자료처리기계에 결합되거나 연결되어 사용되는 종류의 것
481,851762,8517629020,811390,그 밖의 유선통신용
482,851762,8517629030,811390,그 밖의 무선통신용
483,283324,2833240000,228900,황산니켈
484,720839,7208391000,613210,인장강도가 490메가파스칼 이상인 것
485,720839,7208399000,613210,기타
486,720826,7208261000,613210,인장강도가 490메가파스칼 이상인 것
487,720826,7208269000,613210,기타
488,901890,9018901000,814790,임신진단기
489,901890,9018902010,814790,레이저 작동식 기기
490,901890,9018902090,814790,기타
491,901890,9018903000,733100,산부인과용 기기
492,901890,9018904000,814760,"내시경(위내시경, 복막경, 방광경과 이와 유사한 것으로 한정한다)"
493,901890,9018905000,814770,인공신장기(인공신장기용 투석기를 포함한다)
494,901890,9018906000,814790,경피전기신경자극기
495,901890,9018907000,814790,수의과용 기기
496,901890,9018908010,814790,레이저 작동식 기기
497,901890,9018908090,814790,기타
498,901890,9018908110,814790,레이저 작동식 기기
499,901890,9018908190,814790,기타
500,901890,9018908900,814790,기타
501,901890,9018909000,814780,부분품과 부속품
502,901890,9018909080,814790,기타
503,901890,9018909090,814780,부분품과부속품
504,330790,3307901000,227330,탈모제
505,330790,3307902000,227390,향낭
506,330790,3307903000,227900,콘택트렌즈의 액이나 의안의 액
507,330790,3307904000,227390,마스크 팩
508,330790,3307909000,227390,기타
509,392062,3920620000,310310,폴리(에틸렌테레프탈레이트)로 만든 것
510,852349,8523491010,813700,컴퓨터 소프트웨어를 수록한 것
511,852349,8523491011,813700,컴퓨터소프트웨어를수록한것
512,852349,8523491020,822720,음성만을재생하는것
513,852349,8523491030,813700,비디오 녹화된 것
514,852349,8523491031,813700,"명령ㆍ데이타ㆍ음성ㆍ영상을재생하는것(자동자료처리기계에서이진법으로운영되고,사용자와상호연결이가능한것으로한정한다)"
515,852349,8523491039,813700,기타
516,852349,8523491040,822720,음성만을 기록한 것
517,852349,8523491090,813700,기타
518,852349,8523499010,813700,컴퓨터 소프트웨어를 수록한 것
519,852349,8523499011,813700,컴퓨터소프트웨어를수록한것
520,852349,8523499020,821500,비디오 녹화된 것
521,852349,8523499030,813700,음성만을 기록한 것
522,852349,8523499090,813700,기타
523,852349,8523499091,821500,비디오녹화된것
524,852349,8523499099,813700,기타
525,210690,2106901010,15920,콜라 베이스
526,210690,2106901020,15920,과일향의 음료베이스
527,210690,2106901090,15920,기타
528,210690,2106902000,15990,당시럽[향미제(香味劑)나 착색제를 첨가한 것으로 한정한다]
529,210690,2106903011,15520,인삼차
530,210690,2106903019,15520,기타
531,210690,2106903021,15530,홍삼차
532,210690,2106903029,15530,기타
533,210690,2106909010,15120,커피크리머
534,210690,2106909021,24390,버터 함량이 전 중량의 100분의 30 이하인 것
535,210690,2106909022,24390,버터 함량이 전 중량의 100분의 30 초과 100분의 70 이하인 것
536,210690,2106909023,24390,버터 함량이 전 중량의 100분의 70을 초과하는 것
537,210690,2106909030,24390,아이스크림 제조용 조제품
538,210690,2106909040,14200,자기소화효모(autolyzed yeast)와 그 밖의 효모 추출물(extract)
539,210690,2106909050,16900,향미(香味)용 조제품
540,210690,2106909060,12590,도토리 가루
541,210690,2106909070,16900,알로에를 기본 재료로 한 조제품
542,210690,2106909080,16900,"음료 제조용 조제품[방향성(芳香性) 물질을 기본 재료로 한 것은 제외하며, 알코올 용량이 전 용량의 100분의 0.5를 초과하는 것으로 한정한다]"
543,210690,2106909091,24220,"로열젤리, 벌꿀조제품의 것"
544,210690,2106909099,24220,기타
545,720712,7207121000,619130,슬래브
546,720712,7207122000,619140,시트바(sheet bar)
547,290124,2901241000,211030,"1,3-부타디엔"
548,290124,2901242000,211090,이소프렌
549,392690,3926901000,515190,기계용의 부분품
550,392690,3926902000,515190,부채ㆍ핸드스크린(기계식이 아닌 것으로 한정한다)과 이들의 살ㆍ자루(살ㆍ자루의 부분품을 포함한다)
551,392690,3926903000,515190,레이블과 태그
552,392690,3926904000,515190,케이스를 갖춘 접착테이프
553,392690,3926905000,515190,그림틀ㆍ사진틀ㆍ거울틀과 이와 유사한 틀
554,392690,3926906000,515190,앨범
555,392690,3926909000,515190,기타
556,030487,0304871000,45100,참다랑어
557,030488,0304879000,45100,기타
558,853400,8534001000,834300,"수동소자 부분[인덕턴스(inductance), 저항기, 축전지 등]이 형성된 것"
559,853400,8534002000,834300,테이프형이나 리드프레임(lead frame) 기능을 하는 회로가 형성된 것
560,853400,8534009000,834300,기타
561,330410,3304101000,227320,립스틱
562,330410,3304109000,227320,기타
563,900120,9001200000,715290,편광재료(polarizing material)로 만든 판
564,842121,8421211000,729010,가정형
565,842121,8421219010,729010,수영장용 여과기나 청정기
566,842121,8421219020,732100,반도체 제조용 여과기나 청정기
567,842121,8421219090,729010,기타
568,852990,8529901000,812890,레이더기기의것
569,852990,8529902000,839000,제8524호의 평판 디스플레이 모듈용의 것
570,852990,8529903010,812890,송신기기 또는 수신기기의 것
571,852990,8529903020,812890,텔레비전카메라ㆍ디지털카메라ㆍ비디오카메라레코더의 것
572,852990,8529904000,812890,제8526호 기기의 것
573,852990,8529905000,822800,제8527호 기기의 것
574,852990,8529906010,812890,모니터나 프로젝터의 것
575,852990,8529906021,821170,튜너
576,852990,8529906022,836110,그 밖의 액정 디스플레이 방식용
577,852990,8529906023,836120,그 밖의 유기발광 디스플레이 방식용
578,852990,8529906029,821170,기타
579,852990,8529909100,812890,항행용무선기기ㆍ무선원격조절기의것
580,852990,8529909400,822800,라디오방송용수신기기의것
581,852990,8529909500,812890,텔레비전카메라의것
582,852990,8529909642,836110,액정 디스플레이 방식용
583,852990,8529909649,821170,기타
584,852990,8529909910,812890,"수신기기가결합된송신기기,디지털카메라용(디지털정지화상비디오카메라의것을포함한다)"
585,852990,8529909921,836110,디스플레이 모듈
586,852990,8529909929,813690,기타
587,852990,8529909990,812890,기타
588,854239,8542391000,831190,모노리식(monolithic) 집적회로
589,854239,8542392000,831190,하이브리드 집적회로
590,854239,8542393000,831190,복합구조칩 집적회로
591,854239,8542394000,831190,복합부품 집적회로(MCOs)
592,854239,8542394090,831190,기타
593,852412,8524121000,836120,휴대형 자동자료처리기계(소호 제8471.30호의 것)용
594,852412,8524122000,836120,유선ㆍ무선 통신기기용
595,852412,8524123000,836120,텔레비전용
596,852412,8524124000,836120,모니터용
597,852412,8524125000,836120,전기식 시각 신호용 기기(제8531호의 것으로 한정한다)용
598,852412,8524129000,836120,기타
599,852411,8524111000,836110,휴대형 자동자료처리기계(소호 제8471.30호의 것)용
600,852411,8524112000,836110,유선ㆍ무선 통신기기용
601,852411,8524113000,836110,텔레비전용
602,852411,8524114000,836110,모니터용
603,852411,8524115000,836110,전기식 시각 신호용 기기(제8531호의 것으로 한정한다)용
604,852411,8524119000,836110,기타
605,848620,8486201000,732100,스핀 드라이어(원심분리방식으로 한정한다)
606,848620,8486202100,732100,저항가열식의 노(爐)와 오븐
607,848620,8486202200,732100,전자유도식ㆍ유전식 노(爐)와 오븐
608,848620,8486202300,732100,그 밖의 노(爐)와 오븐
609,848620,8486203000,732100,반도체재료 도핑용 이온주입기
610,848620,8486204000,732100,반도체웨이퍼 위에 막을 형성하거나 금속을 증착하는 기계
611,848620,8486205000,732100,굽힘용ㆍ접음용ㆍ교정용ㆍ펼침용 금속가공 공작기계(프레스를 포함한다)
612,848620,8486206010,732100,반도체웨이퍼 위에 직접 그리는 기기
613,848620,8486206020,732100,스텝 앤 리피트 얼라이너
614,848620,8486206091,732100,레이저 작동식 기기
615,848620,8486206099,732100,기타
616,848620,8486207000,732100,"반도체 웨이퍼를 습식 식각, 현상, 스트리핑하거나 세척하는 기계"
617,848620,8486208100,732100,레이저나 그 밖의 광선ㆍ광자빔 방식에 의한 것
618,848620,8486208410,732100,반도체재료의 건식식각 패턴용의 것
619,848620,8486208420,732100,반도체웨이퍼를 스트리핑하거나 세척하는 기기
620,848620,8486208490,732100,기타
621,848620,8486209100,732100,액체나 분말의 분사용ㆍ살포용ㆍ분무용 기기
622,848620,8486209200,732100,포토레지스트를 도포ㆍ현상ㆍ경화시키는 기계
623,848620,8486209310,732100,반도체 웨이퍼가공용의 연마기ㆍ광택기(래핑기를 포함한다)
624,848620,8486209320,732100,반도체 웨이퍼의 스크라이빙ㆍ스코어링을 위한 다이싱기
625,848620,8486209390,732100,기타
626,848620,8486209400,732100,웨이퍼ㆍ캐리어ㆍ튜브를 세척하는 기계
627,848620,8486209500,732100,반도체웨이퍼 위에 테이프를 부착시키는 기계
628,848620,8486209600,732100,반도체웨이퍼를 개별 칩으로 절단하는 기기
629,848620,8486209900,732100,기타
630,903149,9031491000,815190,광학식 표면 테스터
631,903149,9031494010,732100,반도체 제조공정의 것
632,903149,9031494090,815190,기타
633,903149,9031499000,815190,기타
634,290121,2901210000,211010,에틸렌
635,290122,2901220000,211020,프로펜(프로필렌)
636,851779,8517791010,811500,유선전화기의 것
637,851779,8517791020,812820,스마트폰용의 것
638,851779,8517791030,812890,그 밖의 전화기(셀룰러 통신망용이나 그 밖의 무선통신망용으로 한정한다)의 것
639,851779,8517792000,812890,소호 제8517.61호의 것
640,851779,8517793000,811500,소호 제8517.62호의 것
641,851779,8517794000,812890,소호 제8517.69호의 것
642,381800,3818001000,831500,전자공업에 사용하기 위하여 도프처리된(doped) 화학원소
643,381800,3818002010,831500,태양전지 제조용 웨이퍼
644,381800,3818002090,831500,기타
645,840810,8408101000,746340,출력이 300킬로와트 이하인 것
646,840810,8408102000,746340,"출력이 300킬로와트 초과 2,000킬로와트 이하인 것"
647,840810,8408103000,746340,"출력이 2,000킬로와트를 초과하는 것"
648,740311,7403110000,622120,음극과 음극의 형재
649,260300,2603000000,113000,구리광과 그 정광(精鑛)
650,390140,3901400000,214090,에틸렌-알파-올레핀 공중합체(비중이 0.94 미만으로 한정한다)
651,848630,8486301010,736100,연마기ㆍ광택기
652,848630,8486301020,736100,도포 또는 현상기
653,848630,8486301031,736100,물리적 방식의 것
654,848630,8486301032,736100,화학적 방식의 것
655,848630,8486301040,736100,감광성 평판디스플레이용 기판에 회로모형을 투영하거나 드로잉하는 기기
656,848630,8486301050,736100,식각기
657,848630,8486301060,736100,스트리핑하거나 세척하는 기기
658,848630,8486301090,736100,기타
659,848630,8486302010,736100,연마기ㆍ광택기
660,848630,8486302020,736100,도포 또는 현상기
661,848630,8486302031,736100,물리적 방식의 것
662,848630,8486302032,736100,화학적 방식의 것
663,848630,8486302040,736100,감광성 평판디스플레이용기판에 회로모형을 투영하거나 드로잉하는 기기
664,848630,8486302050,736100,식각기
665,848630,8486302060,736100,스트리핑하거나 세척하는 기기
666,848630,8486302070,736100,액정 공정용 기기
667,848630,8486302090,736100,기타
668,848630,8486305019,736100,기타
669,391990,3919900000,310900,기타
670,848640,8486401010,732100,패턴형성기(주로 사진 감광액이 도포된 감광판으로부터 마스크와 레티클을 제조하기 위해 사용되는 것)
671,848640,8486401020,732100,마스크와 레티클을 처리ㆍ수리하기 위한 포커스드 이온빔 밀링기
672,848640,8486401030,732100,포토레지스트를 도포ㆍ현상ㆍ경화시키는 기계
673,848640,8486401040,732100,"마스크와 레티클을 식각, 세척, 스트리핑하는 기계와 기기"
674,848640,8486401090,732100,기타
675,848640,8486402010,732100,"반도체 조립용의 다이 부착기, 테이프자동접착기ㆍ와이어접착기"
676,848640,8486402020,732100,반도체 디바이스를 삽입ㆍ제거시키는 기계
677,848640,8486402031,732100,반도체조립용 인캡슐레이션 기기
678,848640,8486402039,732100,기타
679,848640,8486402040,732100,납볼을 반도체 제조용 인쇄회로기판이나 세라믹기판에 탑재하는 기계
680,848640,8486402070,732100,사출식ㆍ압축식의 고무ㆍ플라스틱 성형용 주형
681,848640,8486402080,732100,"반도체 다이를 부착하거나 웨이퍼, 캐리어, 튜브를 세척하는 기계"
682,848640,8486402091,732100,"굽힘용ㆍ접음용ㆍ교정용ㆍ펼침용 금속가공 공작기계(반도체 리드의 것으로서 프레스를 포함하며, 수치제어식의 여부는 상관없다)"
683,848640,8486402093,732100,웨이퍼의 절단 이전에 전체 웨이퍼에 연결접점(범프)을 형성하는 웨이퍼 범핑용 기기
684,848640,8486402095,732100,저항가열식의 전기식 노(爐)와 오븐
685,848640,8486402099,732100,기타
686,848640,8486403010,732100,"반도체 소자 제조용 웨이퍼, 웨이퍼카셋트, 상자나 그 밖의 물품을 이송, 핸들링 그리고 저장하기 위한 것"
687,848640,8486403020,732100,"평판디스플레이의 권양(捲揚), 취급, 적하(積荷)나 양하(揚荷)용의 것"
688,848640,8486403090,732100,기타
689,370790,3707901010,225090,반도체 제조용
690,370790,3707901020,225090,유기발광다이오드(오엘이디) 제조용
691,370790,3707901090,225090,기타
692,370790,3707902010,225090,인쇄제판용
693,370790,3707902090,225090,기타
694,370790,3707903000,225090,정착제
695,370790,3707909200,225090,조색제
696,370790,3707909300,225090,세정제
697,370790,3707909900,225090,기타
698,270730,2707300000,211060,크실롤(크실렌)
699,390210,3902100000,214004,폴리프로필렌
700,853224,8532240000,833310,세라믹 유전체의 것(다층)
701,390130,3901300000,214001,에틸렌-초산비닐 공중합체
702,853890,8538901000,849230,개폐기의 것
703,853890,8538902000,849240,자동차단기의 것
704,853890,8538903000,849250,계전기의 것
705,853890,8538904000,849260,자동제어반의것
706,853890,8538905000,849260,전기제어용의 것
707,853890,8538909000,836110,기타
708,852491,8524911000,836110,휴대형 자동자료처리기계(소호 제8471.30호의 것)용
709,852491,8524912000,836110,유선ㆍ무선 통신기기용
710,852491,8524913000,836110,텔레비전용
711,852491,8524914000,836110,모니터용
712,852491,8524915000,836110,전기식 시각 신호용 기기(제8531호의 것으로 한정한다)용
713,852491,8524919000,836110,기타
714,854129,8541291000,831310,"칩, 다이스와 절단되지 않은 웨이퍼"
715,854129,8541299000,831310,기타
716,320730,3207301000,221200,금으로 만든 것
717,320730,3207302000,221200,백금으로 만든 것
718,320730,3207303000,221200,팔라듐으로 만든 것
719,320730,3207304000,221200,은으로 만든 것
720,320730,3207309000,221200,기타
721,700600,7006001000,243900,플라즈마 디스플레이 패널용
722,700600,7006002000,243900,반도체나 평판디스플레이 제조에 사용되는 블랭크마스크(blank mask)용
723,700600,7006003000,243900,유기발광 디스플레이 패널용
724,700600,7006004000,243100,액정 디스플레이용
725,700600,7006009000,243900,기타
726,390110,3901101000,214001,선형저밀도폴리에틸렌
727,390110,3901109000,214001,기타
728,854149,8541491000,831390,"칩, 다이스와 절단되지 않은 웨이퍼"
729,854149,8541492000,831390,광전도 셀
730,854149,8541493000,831390,전하결합소자
731,854149,8541499000,831390,기타
732,853669,8536691000,834200,동축케이블ㆍ인쇄회로용의 것
733,853669,8536699000,834200,기타
734,852492,8524921000,836120,휴대형 자동자료처리기계(소호 제8471.30호의 것)용
735,852492,8524922000,836120,유선ㆍ무선 통신기기용
736,852492,8524923000,836120,텔레비전용
737,852492,8524924000,836120,모니터용
738,852492,8524925000,836120,전기식 시각 신호용 기기(제8531호의 것으로 한정한다)용
739,852492,8524929000,836120,기타
740,853690,8536901000,834200,접속함
741,853690,8536902000,834200,"제8702호, 제8703호, 제8704호나 제8711호의 자동차용 배터리 클램프(battery clamp)"
742,853690,8536909010,834200,선이나 케이블의 접속용 구성품
743,853690,8536909090,834200,기타
744,390769,3907690000,214014,기타
745,590320,5903200000,439990,폴리우레탄의 것
746,760120,7601201000,621110,캐스팅 얼로이(casting alloy)
747,760120,7601202000,621110,빌릿(billet)
748,760120,7601209000,621110,기타
749,900190,9001901000,715210,프리즘
750,900190,9001902000,715210,반사경
751,900190,9001903000,715210,그 밖의 렌즈
752,900190,9001909000,715210,기타
753,903180,9031801000,746400,초음파 어군탐지기
754,903180,9031802000,814910,로드셀
755,903180,9031809010,815190,내연기관 특성 시험기
756,903180,9031809020,815190,기어 테스터
757,903180,9031809060,815190,초음파 두께 측정기
758,903180,9031809070,815190,흠ㆍ균열 등 측정기
759,903180,9031809080,815190,동력시험기
760,903180,9031809091,732100,반도체 제조용
761,903180,9031809099,815190,기타
762,600410,6004100000,436000,"탄성사의 함유중량이 전 중량의 100분의 5 이상이며, 고무실은 함유하지 않은 것"
763,847990,8479901010,713220,냉방기기용(카쿨러의 것을 포함한다)
764,847990,8479901020,790290,가정형 기기용
765,847990,8479901030,742000,제87류의 차량용
766,847990,8479902000,790290,제8479.89-9080호의 것
767,847990,8479903000,732200,반도체 제조용 기기의 것
768,847990,8479904000,790290,소호 제8479.7호의 것
769,847990,8479905010,790290,인쇄회로조립품 제조에 전용 또는 주로 사용되는 종류의 것
770,847990,8479905090,790290,기타
771,847990,8479909010,790290,"토목공사, 건축, 그 밖에 이와 유사한 용도에 사용하는 기계류의 것"
772,847990,8479909020,790290,동물성이나 비휘발성의 식물성 유지의 추출 및 조제용 기계의 것
773,847990,8479909030,790290,"로프, 케이블 제조기의 것"
774,847990,8479909040,790290,금속처리용 기계류의 것
775,847990,8479909050,790290,혼합기ㆍ반죽기ㆍ파쇄기ㆍ분쇄기ㆍ기계식체ㆍ시프팅기ㆍ균질기ㆍ유화기ㆍ교반기의 것
776,847990,8479909060,790290,프레스ㆍ압출기의 것
777,847990,8479909070,746400,선박용ㆍ어업 기기의 것
778,847990,8479909090,790290,기타
779,621790,6217900000,441220,부분품
780,903190,9031901010,732200,소호 제9031.41호의 것
781,903190,9031901090,732200,기타
782,903190,9031909000,815200,기타
783,850450,8504501010,833200,"자동자료처리기계와 그 단위기기(제8471호, 제8443.31호, 제8443.32호, 제8528.42호, 제8528.52호, 제8528.62호)의 것 및 전기통신용 기기의 것"
784,850450,8504501090,841390,기타
785,850450,8504502010,833200,"자동자료처리기계와 그 단위기기(제8471호, 제8443.31호, 제8443.32호, 제8528.42호, 제8528.52호, 제8528.62호)의 것 및 전기통신용 기기의 것"
786,850450,8504502090,833200,기타
787,850450,8504509010,833200,"자동자료처리기계와 그 단위기기(제8471호, 제8443.31호, 제8443.32호, 제8528.42호, 제8528.52호, 제8528.62호)의 것 및 전기통신용 기기의 것"
788,850450,8504509090,833200,기타
789,600622,6006220000,436000,염색한 것
790,790112,7901120000,626110,아연의 함유량이 전 중량의 100분의 99.99 미만인 것
791,854233,8542331000,831130,모노리식(monolithic) 집적회로
792,854233,8542332000,831130,하이브리드 집적회로
793,854233,8542333000,831130,복합구조칩 집적회로
794,854233,8542334000,831130,복합부품 집적회로(MCOs)
795,854233,8542334090,831130,기타
796,780110,7801101000,625110,납의 함유량이 전 중량의 100분의 99.99 이상인 것
797,780110,7801109000,625110,기타
